State,District,Year,Area_Ha,Production_Tonnes,Yield_Ton_per_Ha,Bagasse_Tonnes,Trash_Tonnes,Press_Mud_Tonnes,Bagasse_Ton_per_Ha,Trash_Ton_per_Ha,Press_Mud_Ton_per_Ha
Tamil Nadu,Salem,2005 - 2006,10468.0,981940.0,93.8,274943.2,117832.8,39277.6,26.264000000000003,11.255999999999998,3.752
Tamil Nadu,Sivaganga,2005 - 2006,3995.0,381890.0,95.59,106929.20000000001,45826.799999999996,15275.6,26.765200000000004,11.4708,3.8236000000000003
Tamil Nadu,Thanjavur,2005 - 2006,15353.0,1529712.0,99.64,428319.36000000004,183565.44,61188.48,27.899200000000004,11.9568,3.9856000000000003
Tamil Nadu,The nilgiris,2005 - 2006,11.0,1152.0,104.73,322.56000000000006,138.24,46.08,29.324400000000004,12.5676,4.1892000000000005
Tamil Nadu,Theni,2005 - 2006,7510.0,1105908.0,147.26,309654.24000000005,132708.96,44236.32,41.232800000000005,17.6712,5.8904
Tamil Nadu,Thiruvallur,2005 - 2006,5558.0,570279.0,102.61,159678.12000000002,68433.48,22811.16,28.730800000000002,12.3132,4.1044
Tamil Nadu,Thiruvarur,2005 - 2006,3683.0,385581.0,104.69,107962.68000000001,46269.72,15423.24,29.313200000000002,12.5628,4.1876
Tamil Nadu,Thoothukudi,2005 - 2006,155.0,16227.0,104.69,4543.56,1947.24,649.08,29.313200000000002,12.5628,4.1876
Tamil Nadu,Tiruchirappalli,2005 - 2006,7485.0,648156.0,86.59,181483.68000000002,77778.72,25926.24,24.245200000000004,10.3908,3.4636
Tamil Nadu,Tirunelveli,2005 - 2006,4614.0,353386.0,76.59,98948.08000000002,42406.32,14135.44,21.445200000000003,9.1908,3.0636
Tamil Nadu,Tiruvannamalai,2005 - 2006,27263.0,2584669.0,94.81,723707.3200000001,310160.27999999997,103386.76000000001,26.546800000000005,11.3772,3.7924
Tamil Nadu,Vellore,2005 - 2006,17202.0,1410960.0,82.02,395068.80000000005,169315.19999999998,56438.4,22.965600000000002,9.8424,3.2807999999999997
Tamil Nadu,Villupuram,2005 - 2006,56564.0,6233409.0,110.2,1745354.5200000003,748009.08,249336.36000000002,30.856000000000005,13.224,4.408
Tamil Nadu,Virudhunagar,2005 - 2006,3209.0,371525.0,115.78,104027.00000000001,44583.0,14861.0,32.418400000000005,13.8936,4.6312
Telangana,Adilabad,2005 - 2006,156.0,13883.0,88.99,3887.2400000000002,1665.96,555.32,24.9172,10.678799999999999,3.5595999999999997
Telangana,Karimnagar,2005 - 2006,1378.0,128596.0,93.32,36006.880000000005,15431.519999999999,5143.84,26.1296,11.1984,3.7327999999999997
Telangana,Khammam,2005 - 2006,3639.0,331582.0,91.12,92842.96,39789.84,13263.28,25.513600000000004,10.9344,3.6448
Telangana,Mahbubnagar,2005 - 2006,10.0,940.0,94.0,263.20000000000005,112.8,37.6,26.320000000000004,11.28,3.7600000000000002
Telangana,Medak,2005 - 2006,27111.0,2435598.0,89.84,681967.4400000001,292271.76,97423.92,25.155200000000004,10.7808,3.5936000000000003
Telangana,Nalgonda,2005 - 2006,681.0,62980.0,92.48,17634.4,7557.599999999999,2519.2000000000003,25.894400000000005,11.0976,3.6992000000000003
Telangana,Nizamabad,2005 - 2006,15314.0,1330878.0,86.91,372645.84,159705.36,53235.12,24.3348,10.4292,3.4764
Telangana,Rangareddi,2005 - 2006,1333.0,114941.0,86.23,32183.480000000003,13792.92,4597.64,24.144400000000005,10.3476,3.4492000000000003
Tripura,Dhalai,2005 - 2006,156.0,7155.0,45.87,2003.4,858.6,286.2,12.8436,5.5043999999999995,1.8348
Tripura,North tripura,2005 - 2006,170.0,8215.0,48.32,2300.2000000000003,985.8,328.6,13.529600000000002,5.7984,1.9328
Tripura,South tripura,2005 - 2006,461.0,23641.0,51.28,6619.4800000000005,2836.92,945.64,14.358400000000001,6.1536,2.0512
Tripura,West tripura,2005 - 2006,87.0,4323.0,49.69,1210.44,518.76,172.92000000000002,13.913200000000002,5.9628,1.9876
Uttar Pradesh,Agra,2005 - 2006,231.0,11638.0,50.38,3258.6400000000003,1396.56,465.52,14.106400000000002,6.0456,2.0152
Uttar Pradesh,Aligarh,2005 - 2006,11251.0,605259.0,53.8,169472.52000000002,72631.08,24210.36,15.064,6.4559999999999995,2.152
Uttar Pradesh,Allahabad,2005 - 2006,937.0,31833.0,33.97,8913.240000000002,3819.96,1273.32,9.511600000000001,4.0764,1.3588
Uttar Pradesh,Ambedkar nagar,2005 - 2006,9165.0,501216.0,54.69,140340.48,60145.92,20048.64,15.3132,6.562799999999999,2.1875999999999998
Uttar Pradesh,Amroha,2005 - 2006,76851.0,4797039.0,62.42,1343170.9200000002,575644.6799999999,191881.56,17.477600000000002,7.4904,2.4968
Uttar Pradesh,Auraiya,2005 - 2006,1009.0,46916.0,46.5,13136.480000000001,5629.92,1876.64,13.020000000000001,5.58,1.86
Uttar Pradesh,Azamgarh,2005 - 2006,26219.0,1013522.0,38.66,283786.16000000003,121622.64,40540.88,10.8248,4.6392,1.5464
Uttar Pradesh,Baghpat,2005 - 2006,56758.0,3723325.0,65.6,1042531.0000000001,446799.0,148933.0,18.368,7.871999999999999,2.6239999999999997
Uttar Pradesh,Bahraich,2005 - 2006,21303.0,1066684.0,50.07,298671.52,128002.08,42667.36,14.019600000000002,6.0084,2.0028
Uttar Pradesh,Ballia,2005 - 2006,7655.0,373656.0,48.81,104623.68000000001,44838.72,14946.24,13.666800000000002,5.8572,1.9524000000000001
Uttar Pradesh,Balrampur,2005 - 2006,49746.0,2667182.0,53.62,746810.9600000001,320061.83999999997,106687.28,15.0136,6.434399999999999,2.1448
Uttar Pradesh,Banda,2005 - 2006,624.0,19638.0,31.47,5498.64,2356.56,785.52,8.8116,3.7763999999999998,1.2588
Uttar Pradesh,Barabanki,2005 - 2006,14958.0,739583.0,49.44,207083.24000000002,88749.95999999999,29583.32,13.843200000000001,5.932799999999999,1.9776
Uttar Pradesh,Bareilly,2005 - 2006,97484.0,5514085.0,56.56,1543943.8,661690.2,220563.4,15.836800000000002,6.7872,2.2624
Uttar Pradesh,Basti,2005 - 2006,30093.0,1739616.0,57.81,487092.48000000004,208753.91999999998,69584.64,16.1868,6.9372,2.3124000000000002
Uttar Pradesh,Bijnor,2005 - 2006,215833.0,13039767.0,60.42,3651134.7600000002,1564772.04,521590.68,16.917600000000004,7.2504,2.4168000000000003
Uttar Pradesh,Budaun,2005 - 2006,27076.0,1714344.0,63.32,480016.32000000007,205721.28,68573.76,17.7296,7.5984,2.5328
Uttar Pradesh,Bulandshahr,2005 - 2006,56891.0,3233684.0,56.84,905431.5200000001,388042.07999999996,129347.36,15.915200000000002,6.8208,2.2736
Uttar Pradesh,Chandauli,2005 - 2006,784.0,34549.0,44.07,9673.720000000001,4145.88,1381.96,12.3396,5.2884,1.7628000000000001
Uttar Pradesh,Chitrakoot,2005 - 2006,474.0,14917.0,31.47,4176.76,1790.04,596.6800000000001,8.8116,3.7763999999999998,1.2588
Uttar Pradesh,Deoria,2005 - 2006,11454.0,627496.0,54.78,175698.88,75299.52,25099.84,15.338400000000002,6.5736,2.1912000000000003
Uttar Pradesh,Etah,2005 - 2006,8228.0,414724.0,50.4,116122.72000000002,49766.88,16588.96,14.112,6.048,2.016
Uttar Pradesh,Etawah,2005 - 2006,1061.0,49334.0,46.5,13813.52,5920.08,1973.3600000000001,13.020000000000001,5.58,1.86
Uttar Pradesh,Faizabad,2005 - 2006,19794.0,1082494.0,54.69,303098.32,129899.28,43299.76,15.3132,6.562799999999999,2.1875999999999998
Uttar Pradesh,Farrukhabad,2005 - 2006,10155.0,551701.0,54.33,154476.28000000003,66204.12,22068.04,15.2124,6.5196,2.1732
Uttar Pradesh,Fatehpur,2005 - 2006,7073.0,231265.0,32.7,64754.200000000004,27751.8,9250.6,9.156000000000002,3.9240000000000004,1.308
Uttar Pradesh,Firozabad,2005 - 2006,147.0,7406.0,50.38,2073.6800000000003,888.7199999999999,296.24,14.106400000000002,6.0456,2.0152
Uttar Pradesh,Gautam buddha nagar,2005 - 2006,2591.0,161143.0,62.19,45120.04,19337.16,6445.72,17.4132,7.4628,2.4876
Uttar Pradesh,Ghaziabad,2005 - 2006,63260.0,3324440.0,52.55,930843.2000000001,398932.8,132977.6,14.714,6.305999999999999,2.102
Uttar Pradesh,Ghazipur,2005 - 2006,8601.0,401285.0,46.66,112359.80000000002,48154.2,16051.4,13.0648,5.5992,1.8663999999999998
Uttar Pradesh,Gonda,2005 - 2006,55171.0,2892623.0,52.43,809934.4400000001,347114.76,115704.92,14.6804,6.2916,2.0972
Uttar Pradesh,Gorakhpur,2005 - 2006,3337.0,187953.0,56.32,52626.840000000004,22554.36,7518.12,15.769600000000002,6.7584,2.2528
Uttar Pradesh,Hamirpur,2005 - 2006,4065.0,127931.0,31.47,35820.68,15351.72,5117.24,8.8116,3.7763999999999998,1.2588
Uttar Pradesh,Hardoi,2005 - 2006,32683.0,1560417.0,47.74,436916.76000000007,187250.03999999998,62416.68,13.367200000000002,5.7288,1.9096000000000002
Uttar Pradesh,Hathras,2005 - 2006,1337.0,67357.0,50.38,18859.960000000003,8082.84,2694.28,14.106400000000002,6.0456,2.0152
Uttar Pradesh,Jalaun,2005 - 2006,2447.0,54986.0,22.47,15396.080000000002,6598.32,2199.44,6.2916,2.6963999999999997,0.8987999999999999
Uttar Pradesh,Jaunpur,2005 - 2006,12667.0,606901.0,47.91,169932.28000000003,72828.12,24276.04,13.4148,5.749199999999999,1.9163999999999999
Uttar Pradesh,Jhansi,2005 - 2006,67.0,1506.0,22.48,421.68000000000006,180.72,60.24,6.2944,2.6976,0.8992
Uttar Pradesh,Kannauj,2005 - 2006,355.0,16506.0,46.5,4621.68,1980.72,660.24,13.020000000000001,5.58,1.86
Uttar Pradesh,Kanpur dehat,2005 - 2006,2772.0,117566.0,42.41,32918.48,14107.92,4702.64,11.8748,5.089199999999999,1.6964
Uttar Pradesh,Kanpur nagar,2005 - 2006,4652.0,148063.0,31.83,41457.64000000001,17767.559999999998,5922.52,8.9124,3.8195999999999994,1.2731999999999999
Uttar Pradesh,Kaushambi,2005 - 2006,2927.0,108441.0,37.05,30363.480000000003,13012.92,4337.64,10.374,4.446,1.482
Uttar Pradesh,Kheri,2005 - 2006,231170.0,13119360.0,56.75,3673420.8000000003,1574323.2,524774.4,15.890000000000002,6.81,2.27
Uttar Pradesh,Kushi nagar,2005 - 2006,70771.0,3729349.0,52.7,1044217.7200000001,447521.88,149173.96,14.756000000000002,6.324,2.108
Uttar Pradesh,Lalitpur,2005 - 2006,95.0,2135.0,22.47,597.8000000000001,256.2,85.4,6.2916,2.6963999999999997,0.8987999999999999
Uttar Pradesh,Lucknow,2005 - 2006,398.0,19679.0,49.44,5510.120000000001,2361.48,787.16,13.843200000000001,5.932799999999999,1.9776
Uttar Pradesh,Maharajganj,2005 - 2006,22815.0,1369356.0,60.02,383419.68000000005,164322.72,54774.24,16.805600000000002,7.2024,2.4008000000000003
Uttar Pradesh,Mahoba,2005 - 2006,1876.0,59038.0,31.47,16530.640000000003,7084.5599999999995,2361.52,8.8116,3.7763999999999998,1.2588
Uttar Pradesh,Mainpuri,2005 - 2006,527.0,26550.0,50.38,7434.000000000001,3186.0,1062.0,14.106400000000002,6.0456,2.0152
Uttar Pradesh,Mathura,2005 - 2006,8048.0,366828.0,45.58,102711.84000000001,44019.36,14673.12,12.762400000000001,5.4696,1.8232
Uttar Pradesh,Mau,2005 - 2006,9386.0,435886.0,46.44,122048.08000000002,52306.32,17435.44,13.003200000000001,5.572799999999999,1.8576
Uttar Pradesh,Meerut,2005 - 2006,129623.0,8792587.0,67.83,2461924.3600000003,1055110.44,351703.48,18.9924,8.1396,2.7132
Uttar Pradesh,Mirzapur,2005 - 2006,1885.0,66639.0,35.35,18658.920000000002,7996.679999999999,2665.56,9.898000000000001,4.242,1.4140000000000001
Uttar Pradesh,Moradabad,2005 - 2006,68437.0,4085141.0,59.69,1143839.4800000002,490216.92,163405.64,16.7132,7.1628,2.3876
Uttar Pradesh,Muzaffarnagar,2005 - 2006,224740.0,15205908.0,67.66,4257654.24,1824708.96,608236.3200000001,18.9448,8.1192,2.7064
Uttar Pradesh,Pilibhit,2005 - 2006,52083.0,3010397.0,57.8,842911.16,361247.64,120415.88,16.184,6.935999999999999,2.312
Uttar Pradesh,Pratapgarh,2005 - 2006,827.0,28096.0,33.97,7866.880000000001,3371.52,1123.84,9.511600000000001,4.0764,1.3588
Uttar Pradesh,Rae bareli,2005 - 2006,4241.0,199853.0,47.12,55958.840000000004,23982.36,7994.12,13.1936,5.6544,1.8848
Uttar Pradesh,Rampur,2005 - 2006,22385.0,1291525.0,57.7,361627.00000000006,154983.0,51661.0,16.156000000000002,6.924,2.3080000000000003
Uttar Pradesh,Saharanpur,2005 - 2006,140825.0,8715378.0,61.89,2440305.8400000003,1045845.36,348615.12,17.3292,7.4268,2.4756
Uttar Pradesh,Sant kabeer nagar,2005 - 2006,4031.0,233024.0,57.81,65246.72000000001,27962.879999999997,9320.960000000001,16.1868,6.9372,2.3124000000000002
Uttar Pradesh,Sant ravidas nagar,2005 - 2006,1197.0,42316.0,35.35,11848.480000000001,5077.92,1692.64,9.898000000000001,4.242,1.4140000000000001
Uttar Pradesh,Shahjahanpur,2005 - 2006,49860.0,2960487.0,59.38,828936.3600000001,355258.44,118419.48,16.626400000000004,7.1256,2.3752
Uttar Pradesh,Shravasti,2005 - 2006,3721.0,186318.0,50.07,52169.04000000001,22358.16,7452.72,14.019600000000002,6.0084,2.0028
Uttar Pradesh,Siddharth nagar,2005 - 2006,4749.0,274530.0,57.81,76868.40000000001,32943.6,10981.2,16.1868,6.9372,2.3124000000000002
Uttar Pradesh,Sitapur,2005 - 2006,125376.0,6743724.0,53.79,1888242.7200000002,809246.88,269748.96,15.061200000000001,6.4548,2.1516
Uttar Pradesh,Sonbhadra,2005 - 2006,414.0,14636.0,35.35,4098.080000000001,1756.32,585.44,9.898000000000001,4.242,1.4140000000000001
Uttar Pradesh,Sultanpur,2005 - 2006,9984.0,582027.0,58.3,162967.56000000003,69843.23999999999,23281.08,16.324,6.9959999999999996,2.332
Uttar Pradesh,Unnao,2005 - 2006,779.0,42820.0,54.97,11989.6,5138.4,1712.8,15.3916,6.5964,2.1988
Uttar Pradesh,Varanasi,2005 - 2006,5362.0,236293.0,44.07,66162.04000000001,28355.16,9451.72,12.3396,5.2884,1.7628000000000001
Uttarakhand,Champawat,2005 - 2006,7.0,427.0,61.0,119.56000000000002,51.239999999999995,17.080000000000002,17.080000000000002,7.319999999999999,2.44
Uttarakhand,Dehradun,2005 - 2006,4899.0,322354.0,65.8,90259.12000000001,38682.479999999996,12894.16,18.424,7.895999999999999,2.632
Uttarakhand,Haridwar,2005 - 2006,70591.0,4390760.0,62.2,1229412.8,526891.2,175630.4,17.416000000000004,7.464,2.488
Uttarakhand,Nainital,2005 - 2006,4550.0,271180.0,59.6,75930.40000000001,32541.6,10847.2,16.688000000000002,7.152,2.384
Uttarakhand,Pauri garhwal,2005 - 2006,10.0,610.0,61.0,170.8,73.2,24.400000000000002,17.080000000000002,7.319999999999999,2.44
Uttarakhand,Udam singh nagar,2005 - 2006,27691.0,1650384.0,59.6,462107.52,198046.08,66015.36,16.688000000000002,7.152,2.384
West Bengal,24 paraganas north,2005 - 2006,503.0,38390.0,76.32,10749.2,4606.8,1535.6000000000001,21.3696,9.158399999999999,3.0528
West Bengal,24 paraganas south,2005 - 2006,59.0,4503.0,76.32,1260.8400000000001,540.36,180.12,21.3696,9.158399999999999,3.0528
West Bengal,Bankura,2005 - 2006,13.0,573.0,44.08,160.44000000000003,68.75999999999999,22.92,12.342400000000001,5.289599999999999,1.7631999999999999
West Bengal,Birbhum,2005 - 2006,1431.0,91646.0,64.04,25660.88,10997.52,3665.84,17.931200000000004,7.6848,2.5616000000000003
West Bengal,Dinajpur uttar,2005 - 2006,6.0,678.0,113.0,189.84000000000003,81.36,27.12,31.640000000000004,13.559999999999999,4.5200000000000005
West Bengal,Hooghly,2005 - 2006,107.0,8223.0,76.85,2302.44,986.76,328.92,21.518,9.222,3.074
West Bengal,Howrah,2005 - 2006,46.0,3511.0,76.33,983.08,421.32,140.44,21.372400000000003,9.1596,3.0532
West Bengal,Jalpaiguri,2005 - 2006,118.0,13335.0,113.01,3733.8,1600.2,533.4,31.642800000000005,13.5612,4.5204
West Bengal,Maldah,2005 - 2006,2555.0,288747.0,113.01,80849.16,34649.64,11549.880000000001,31.642800000000005,13.5612,4.5204
West Bengal,Medinipur east,2005 - 2006,2.0,154.0,77.0,43.120000000000005,18.48,6.16,21.560000000000002,9.24,3.08
West Bengal,Medinipur west,2005 - 2006,1915.0,174978.0,91.37,48993.840000000004,20997.36,6999.12,25.583600000000004,10.9644,3.6548000000000003
West Bengal,Murshidabad,2005 - 2006,6083.0,458657.0,75.4,128423.96,55038.84,18346.28,21.112000000000002,9.048,3.0160000000000005
West Bengal,Nadia,2005 - 2006,1473.0,118031.0,80.13,33048.68,14163.72,4721.24,22.436400000000003,9.615599999999999,3.2052
West Bengal,Purba bardhaman,2005 - 2006,462.0,32611.0,70.59,9131.080000000002,3913.3199999999997,1304.44,19.765200000000004,8.4708,2.8236000000000003
West Bengal,Purulia,2005 - 2006,258.0,13676.0,53.01,3829.28,1641.12,547.04,14.8428,6.361199999999999,2.1204
Andaman and Nicobar Islands,Nicobars,2006 - 2007,0.0,1.0,2.5,0.28,0.12,0.04,0.7000000000000001,0.3,0.1
Andaman and Nicobar Islands,North and middle andaman,2006 - 2007,71.0,1500.0,21.04,420.00000000000006,180.0,60.0,5.8912,2.5248,0.8416
Andaman and Nicobar Islands,South andamans,2006 - 2007,54.0,1000.0,18.68,280.0,120.0,40.0,5.2304,2.2416,0.7472
Andhra Pradesh,Anantapur,2006 - 2007,339.0,30937.0,91.26,8662.36,3712.44,1237.48,25.552800000000005,10.9512,3.6504000000000003
Andhra Pradesh,Chittoor,2006 - 2007,37965.0,3496956.0,92.11,979147.68,419634.72,139878.24,25.7908,11.0532,3.6844
Andhra Pradesh,East godavari,2006 - 2007,18911.0,1683779.0,89.04,471458.12000000005,202053.47999999998,67351.16,24.931200000000004,10.684800000000001,3.5616000000000003
Andhra Pradesh,Guntur,2006 - 2007,1721.0,135923.0,78.98,38058.44,16310.76,5436.92,22.114400000000003,9.4776,3.1592000000000002
Andhra Pradesh,Kadapa,2006 - 2007,2056.0,201081.0,97.8,56302.68000000001,24129.719999999998,8043.24,27.384,11.735999999999999,3.912
Andhra Pradesh,Krishna,2006 - 2007,21424.0,1958089.0,91.4,548264.92,234970.68,78323.56,25.592000000000002,10.968,3.656
Andhra Pradesh,Kurnool,2006 - 2007,2246.0,210675.0,93.8,58989.00000000001,25281.0,8427.0,26.264000000000003,11.255999999999998,3.752
Andhra Pradesh,Prakasam,2006 - 2007,124.0,9854.0,79.47,2759.1200000000003,1182.48,394.16,22.251600000000003,9.536399999999999,3.1788
Andhra Pradesh,Spsr nellore,2006 - 2007,10395.0,1189593.0,114.44,333086.04000000004,142751.16,47583.72,32.043200000000006,13.7328,4.5776
Andhra Pradesh,Srikakulam,2006 - 2007,12171.0,926116.0,76.09,259312.48,111133.92,37044.64,21.305200000000003,9.1308,3.0436
Andhra Pradesh,Visakhapatanam,2006 - 2007,42589.0,2491286.0,58.5,697560.0800000001,298954.32,99651.44,16.380000000000003,7.02,2.34
Andhra Pradesh,Vizianagaram,2006 - 2007,20695.0,1141847.0,55.18,319717.16000000003,137021.63999999998,45673.88,15.450400000000002,6.6216,2.2072
Andhra Pradesh,West godavari,2006 - 2007,36365.0,3329761.0,91.56,932333.0800000001,399571.32,133190.44,25.636800000000004,10.9872,3.6624000000000003
Arunachal Pradesh,Anjaw,2006 - 2007,7.0,7.0,1.0,1.9600000000000002,0.84,0.28,0.28,0.12,0.04
Arunachal Pradesh,Changlang,2006 - 2007,392.0,2779.0,7.09,778.1200000000001,333.47999999999996,111.16,1.9852,0.8508,0.2836
Arunachal Pradesh,East siang,2006 - 2007,160.0,6500.0,40.63,1820.0000000000002,780.0,260.0,11.376400000000002,4.8756,1.6252000000000002
Arunachal Pradesh,Lohit,2006 - 2007,20.0,133.0,6.65,37.24,15.959999999999999,5.32,1.8620000000000003,0.798,0.266
Arunachal Pradesh,Lower dibang valley,2006 - 2007,80.0,800.0,10.0,224.00000000000003,96.0,32.0,2.8000000000000003,1.2,0.4
Arunachal Pradesh,Lower subansiri,2006 - 2007,94.0,1363.0,14.5,381.64000000000004,163.56,54.52,4.0600000000000005,1.74,0.58
Arunachal Pradesh,Tirap,2006 - 2007,43.0,1077.0,25.05,301.56,129.24,43.08,7.014000000000001,3.006,1.002
Arunachal Pradesh,Upper siang,2006 - 2007,100.0,500.0,5.0,140.0,60.0,20.0,1.4000000000000001,0.6,0.2
Arunachal Pradesh,Upper subansiri,2006 - 2007,43.0,1077.0,25.05,301.56,129.24,43.08,7.014000000000001,3.006,1.002
Arunachal Pradesh,West siang,2006 - 2007,91.0,2607.0,28.65,729.96,312.84,104.28,8.022,3.4379999999999997,1.146
Assam,Baksa,2006 - 2007,340.0,13476.0,39.64,3773.28,1617.12,539.04,11.099200000000002,4.7568,1.5856000000000001
Assam,Barpeta,2006 - 2007,324.0,12842.0,39.64,3595.76,1541.04,513.6800000000001,11.099200000000002,4.7568,1.5856000000000001
Assam,Bongaigaon,2006 - 2007,153.0,6063.0,39.63,1697.64,727.56,242.52,11.096400000000001,4.7556,1.5852000000000002
Assam,Cachar,2006 - 2007,276.0,11884.0,43.06,3327.5200000000004,1426.08,475.36,12.056800000000003,5.1672,1.7224000000000002
Assam,Chirang,2006 - 2007,74.0,2933.0,39.64,821.2400000000001,351.96,117.32000000000001,11.099200000000002,4.7568,1.5856000000000001
Assam,Darrang,2006 - 2007,240.0,7594.0,31.64,2126.32,911.28,303.76,8.859200000000001,3.7967999999999997,1.2656
Assam,Dhemaji,2006 - 2007,102.0,4042.0,39.63,1131.7600000000002,485.03999999999996,161.68,11.096400000000001,4.7556,1.5852000000000002
Assam,Dhubri,2006 - 2007,75.0,2973.0,39.64,832.44,356.76,118.92,11.099200000000002,4.7568,1.5856000000000001
Assam,Dibrugarh,2006 - 2007,62.0,2457.0,39.63,687.96,294.84,98.28,11.096400000000001,4.7556,1.5852000000000002
Assam,Dima hasao,2006 - 2007,2081.0,58992.0,28.35,16517.760000000002,7079.04,2359.68,7.9380000000000015,3.402,1.1340000000000001
Assam,Goalpara,2006 - 2007,130.0,5152.0,39.63,1442.5600000000002,618.24,206.08,11.096400000000001,4.7556,1.5852000000000002
Assam,Golaghat,2006 - 2007,3225.0,138071.0,42.81,38659.880000000005,16568.52,5522.84,11.986800000000002,5.1372,1.7124000000000001
Assam,Hailakandi,2006 - 2007,205.0,8125.0,39.63,2275.0,975.0,325.0,11.096400000000001,4.7556,1.5852000000000002
Assam,Jorhat,2006 - 2007,231.0,7717.0,33.41,2160.76,926.04,308.68,9.3548,4.0092,1.3363999999999998
Assam,Kamrup,2006 - 2007,779.0,37928.0,48.69,10619.84,4551.36,1517.1200000000001,13.6332,5.8427999999999995,1.9476
Assam,Kamrup metro,2006 - 2007,67.0,3600.0,53.73,1008.0000000000001,432.0,144.0,15.044400000000001,6.4475999999999996,2.1492
Assam,Karbi anglong,2006 - 2007,6865.0,320041.0,46.62,89611.48000000001,38404.92,12801.64,13.053600000000001,5.594399999999999,1.8648
Assam,Karimganj,2006 - 2007,498.0,16235.0,32.6,4545.8,1948.1999999999998,649.4,9.128000000000002,3.912,1.304
Assam,Kokrajhar,2006 - 2007,96.0,3805.0,39.64,1065.4,456.59999999999997,152.20000000000002,11.099200000000002,4.7568,1.5856000000000001
Assam,Lakhimpur,2006 - 2007,315.0,12017.0,38.15,3364.76,1442.04,480.68,10.682,4.577999999999999,1.526
Assam,Marigaon,2006 - 2007,670.0,24158.0,36.06,6764.240000000001,2898.96,966.32,10.096800000000002,4.3272,1.4424000000000001
Assam,Nagaon,2006 - 2007,6121.0,214489.0,35.04,60056.920000000006,25738.68,8579.56,9.811200000000001,4.2048,1.4016
Assam,Nalbari,2006 - 2007,97.0,3667.0,37.8,1026.76,440.03999999999996,146.68,10.584,4.536,1.512
Assam,Sivasagar,2006 - 2007,112.0,4439.0,39.63,1242.92,532.68,177.56,11.096400000000001,4.7556,1.5852000000000002
Assam,Sonitpur,2006 - 2007,2520.0,98510.0,39.09,27582.800000000003,11821.199999999999,3940.4,10.945200000000002,4.6908,1.5636
Assam,Tinsukia,2006 - 2007,302.0,11969.0,39.63,3351.32,1436.28,478.76,11.096400000000001,4.7556,1.5852000000000002
Assam,Udalguri,2006 - 2007,667.0,22158.0,33.22,6204.240000000001,2658.96,886.32,9.3016,3.9863999999999997,1.3288
Chhattisgarh,Bastar,2006 - 2007,475.0,1672.0,3.52,468.16,200.64,66.88,0.9856000000000001,0.4224,0.1408
Chhattisgarh,Bilaspur,2006 - 2007,253.0,779.0,3.08,218.12000000000003,93.47999999999999,31.16,0.8624,0.3696,0.1232
Chhattisgarh,Dantewada,2006 - 2007,14.0,43.0,3.07,12.040000000000001,5.16,1.72,0.8596,0.36839999999999995,0.12279999999999999
Chhattisgarh,Dhamtari,2006 - 2007,12.0,36.0,3.0,10.080000000000002,4.32,1.44,0.8400000000000001,0.36,0.12
Chhattisgarh,Durg,2006 - 2007,1439.0,2629.0,1.83,736.1200000000001,315.47999999999996,105.16,0.5124000000000001,0.2196,0.0732
Chhattisgarh,Janjgir-champa,2006 - 2007,53.0,172.0,3.25,48.160000000000004,20.64,6.88,0.9100000000000001,0.39,0.13
Chhattisgarh,Jashpur,2006 - 2007,74.0,230.0,3.11,64.4,27.599999999999998,9.200000000000001,0.8708,0.3732,0.1244
Chhattisgarh,Kabirdham,2006 - 2007,3080.0,6624.0,2.15,1854.7200000000003,794.88,264.96,0.602,0.258,0.086
Chhattisgarh,Korba,2006 - 2007,4.0,13.0,3.25,3.6400000000000006,1.56,0.52,0.9100000000000001,0.39,0.13
Chhattisgarh,Mahasamund,2006 - 2007,28.0,47.0,1.68,13.160000000000002,5.64,1.8800000000000001,0.47040000000000004,0.20159999999999997,0.0672
Chhattisgarh,Raigarh,2006 - 2007,490.0,1671.0,3.41,467.88000000000005,200.51999999999998,66.84,0.9548000000000001,0.4092,0.13640000000000002
Chhattisgarh,Raipur,2006 - 2007,148.0,409.0,2.76,114.52000000000001,49.08,16.36,0.7728,0.33119999999999994,0.1104
Chhattisgarh,Rajnandgaon,2006 - 2007,12.0,26.0,2.17,7.280000000000001,3.12,1.04,0.6076,0.26039999999999996,0.0868
Chhattisgarh,Surguja,2006 - 2007,1904.0,5965.0,3.13,1670.2,715.8,238.6,0.8764000000000001,0.3756,0.1252
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2006 - 2007,1167.0,93360.0,80.0,26140.800000000003,11203.199999999999,3734.4,22.400000000000002,9.6,3.2
Goa,North goa,2006 - 2007,244.0,15010.0,61.52,4202.8,1801.2,600.4,17.225600000000004,7.3824000000000005,2.4608000000000003
Goa,South goa,2006 - 2007,876.0,43269.0,49.39,12115.320000000002,5192.28,1730.76,13.829200000000002,5.9268,1.9756
Gujarat,Amreli,2006 - 2007,200.0,14000.0,70.0,3920.0000000000005,1680.0,560.0,19.6,8.4,2.8000000000000003
Gujarat,Bharuch,2006 - 2007,25800.0,1861000.0,72.13,521080.00000000006,223320.0,74440.0,20.1964,8.6556,2.8851999999999998
Gujarat,Dang,2006 - 2007,100.0,4000.0,40.0,1120.0,480.0,160.0,11.200000000000001,4.8,1.6
Gujarat,Jamnagar,2006 - 2007,200.0,17000.0,85.0,4760.0,2040.0,680.0,23.8,10.2,3.4
